n = 35;
D = [
  [89.0, 139.0, 64.0, 234.0, 193.0, 141.0, 11.0, 145.0, 123.0, 217.0, 42.0, 95.0, 218.0, 115.0, 43.0, 192.0, 111.0, 242.0, 0.0, 16.0, 69.0, 238.0, 33.0, 77.0, 101.0, 215.0, 62.0, 50.0, 175.0, 175.0, 12.0, 132.0, 223.0, 52.0, 140.0],
  [78.0, 143.0, 64.0, 241.0, 200.0, 134.0, 23.0, 134.0, 112.0, 226.0, 31.0, 80.0, 224.0, 121.0, 30.0, 196.0, 113.0, 250.0, 16.0, 0.0, 58.0, 243.0, 18.0, 61.0, 103.0, 219.0, 49.0, 50.0, 178.0, 180.0, 23.0, 141.0, 232.0, 39.0, 150.0],
  [20.0, 200.0, 46.0, 299.0, 258.0, 78.0, 66.0, 76.0, 54.0, 284.0, 75.0, 41.0, 281.0, 178.0, 29.0, 252.0, 168.0, 308.0, 69.0, 58.0, 0.0, 300.0, 45.0, 53.0, 157.0, 274.0, 14.0, 42.0, 233.0, 237.0, 65.0, 199.0, 290.0, 22.0, 208.0],
  [319.0, 100.0, 301.0, 25.0, 48.0, 377.0, 247.0, 373.0, 351.0, 58.0, 227.0, 307.0, 20.0, 123.0, 271.0, 49.0, 134.0, 42.0, 238.0, 243.0, 300.0, 0.0, 255.0, 273.0, 145.0, 38.0, 289.0, 288.0, 72.0, 63.0, 248.0, 112.0, 65.0, 279.0, 115.0],
  [64.0, 155.0, 64.0, 254.0, 213.0, 123.0, 38.0, 120.0, 97.0, 240.0, 31.0, 63.0, 236.0, 133.0, 17.0, 207.0, 123.0, 264.0, 33.0, 18.0, 45.0, 255.0, 0.0, 44.0, 112.0, 228.0, 34.0, 51.0, 188.0, 192.0, 37.0, 155.0, 247.0, 24.0, 166.0],
  [62.0, 174.0, 93.0, 275.0, 235.0, 123.0, 82.0, 105.0, 85.0, 266.0, 51.0, 36.0, 254.0, 156.0, 45.0, 223.0, 139.0, 287.0, 77.0, 61.0, 53.0, 273.0, 44.0, 0.0, 128.0, 242.0, 40.0, 84.0, 202.0, 212.0, 81.0, 183.0, 274.0, 40.0, 197.0],
  [175.0, 46.0, 165.0, 147.0, 107.0, 235.0, 112.0, 228.0, 207.0, 141.0, 82.0, 162.0, 126.0, 33.0, 128.0, 96.0, 11.0, 160.0, 101.0, 103.0, 157.0, 145.0, 112.0, 128.0, 0.0, 117.0, 145.0, 151.0, 76.0, 84.0, 113.0, 67.0, 149.0, 135.0, 85.0],
  [292.0, 77.0, 279.0, 57.0, 49.0, 352.0, 225.0, 345.0, 323.0, 80.0, 199.0, 277.0, 30.0, 101.0, 245.0, 25.0, 106.0, 75.0, 215.0, 219.0, 274.0, 38.0, 228.0, 242.0, 117.0, 0.0, 261.0, 265.0, 41.0, 48.0, 226.0, 100.0, 89.0, 252.0, 110.0],
  [30.0, 188.0, 54.0, 288.0, 247.0, 92.0, 61.0, 85.0, 63.0, 275.0, 62.0, 36.0, 269.0, 167.0, 20.0, 240.0, 156.0, 298.0, 62.0, 49.0, 14.0, 289.0, 34.0, 40.0, 145.0, 261.0, 0.0, 48.0, 221.0, 226.0, 60.0, 189.0, 281.0, 10.0, 200.0],
  [57.0, 189.0, 14.0, 283.0, 242.0, 95.0, 41.0, 109.0, 89.0, 264.0, 80.0, 83.0, 268.0, 165.0, 40.0, 242.0, 161.0, 290.0, 50.0, 50.0, 42.0, 288.0, 51.0, 84.0, 151.0, 265.0, 48.0, 0.0, 225.0, 224.0, 40.0, 180.0, 269.0, 44.0, 186.0],
  [251.0, 38.0, 239.0, 81.0, 49.0, 311.0, 185.0, 304.0, 282.0, 89.0, 158.0, 237.0, 55.0, 62.0, 204.0, 22.0, 65.0, 97.0, 175.0, 178.0, 233.0, 72.0, 188.0, 202.0, 76.0, 41.0, 221.0, 225.0, 0.0, 29.0, 186.0, 70.0, 99.0, 211.0, 84.0],
  [256.0, 38.0, 238.0, 63.0, 24.0, 314.0, 183.0, 311.0, 289.0, 63.0, 165.0, 246.0, 44.0, 60.0, 208.0, 24.0, 74.0, 76.0, 175.0, 180.0, 237.0, 63.0, 192.0, 212.0, 84.0, 48.0, 226.0, 224.0, 29.0, 0.0, 184.0, 52.0, 72.0, 216.0, 62.0],
  [84.0, 149.0, 53.0, 243.0, 203.0, 133.0, 1.0, 140.0, 118.0, 225.0, 53.0, 95.0, 228.0, 125.0, 42.0, 202.0, 123.0, 251.0, 12.0, 23.0, 65.0, 248.0, 37.0, 81.0, 113.0, 226.0, 60.0, 40.0, 186.0, 184.0, 0.0, 140.0, 230.0, 51.0, 147.0],
  [218.0, 39.0, 193.0, 104.0, 64.0, 273.0, 139.0, 275.0, 252.0, 85.0, 133.0, 215.0, 93.0, 34.0, 170.0, 76.0, 61.0, 110.0, 132.0, 141.0, 199.0, 112.0, 155.0, 183.0, 67.0, 100.0, 189.0, 180.0, 70.0, 52.0, 140.0, 0.0, 91.0, 179.0, 19.0],
  [310.0, 105.0, 281.0, 41.0, 49.0, 363.0, 229.0, 366.0, 344.0, 9.0, 224.0, 306.0, 60.0, 118.0, 262.0, 81.0, 140.0, 30.0, 223.0, 232.0, 290.0, 65.0, 247.0, 274.0, 149.0, 89.0, 281.0, 269.0, 99.0, 72.0, 230.0, 91.0, 0.0, 270.0, 83.0],
  [40.0, 178.0, 53.0, 278.0, 237.0, 100.0, 52.0, 96.0, 74.0, 264.0, 53.0, 45.0, 260.0, 157.0, 9.0, 231.0, 146.0, 288.0, 52.0, 39.0, 22.0, 279.0, 24.0, 40.0, 135.0, 252.0, 10.0, 44.0, 211.0, 216.0, 51.0, 179.0, 270.0, 0.0, 189.0],
  [228.0, 57.0, 198.0, 103.0, 67.0, 280.0, 146.0, 285.0, 262.0, 79.0, 146.0, 227.0, 97.0, 52.0, 180.0, 86.0, 80.0, 106.0, 140.0, 150.0, 208.0, 115.0, 166.0, 197.0, 85.0, 110.0, 200.0, 186.0, 84.0, 62.0, 147.0, 19.0, 83.0, 189.0, 0.0],
];
